28.21643836,21.99726027,85,3696,35,32
32.91506849,22.64109589,159,5482,35,55
32.60547945,20.24109589,164,8124,61,21
35.00821918,24.57534247,164,6448,49,34
28.42465753,22.98356164,64,2285,16,26
35.85753425,26.52054795,83,3379,23,30
32.15342466,21.95616438,237,10948,86,60
33.76712329,21.11232877,169,8792,67,34
34.33972603,22.62191781,183,8416,56,36
36.30958904,25.09589041,187,8158,59,32
